source_id,ra,dec,mag
2738212354676536192,359.7634404910985,0.3266706363566442,15.27426
2738212354676536320,359.76584404075436,0.324392935162312,15.460905
2738212560834965760,359.7095095245403,0.3368889169177512,14.3116455
2738212801353136512,359.83534548409074,0.3132275329973621,15.53553
2738219123545022848,0.0720172643029262,0.4832489398817658,15.323342
2738221769244876288,0.011459626081685,0.4849617631242158,12.40694
2738224174426603008,0.3562752571357255,0.341396177922715,14.563681
2738228194515990528,0.2750250339364025,0.3985526650741482,15.249739
2738228503753635200,0.2359540401274806,0.4073937628156435,14.455307
2738261145505016704,359.7439713661657,0.3820842323617227,14.856976
2642076654284839680,359.6239496354094,-0.2893742500844884,12.42395
2642100160642247424,359.65731826856364,-0.2694086071883853,14.322153
2642100607318865408,359.68755695016654,-0.2485888973237088,13.566996
2642101500672031360,359.5780201339608,-0.2244961166389406,14.836897
2642102153507089920,359.6545948591858,-0.1675576361744586,11.034832
2642102668903166720,359.73337417208523,-0.1766931338751145,11.270537
2642103253018718080,359.7838682424698,-0.1294636923462741,14.073606
2642104593048483712,359.580883287083,-0.1989574948898966,15.89142
2642105486401693696,359.5946259531567,-0.1335592361759614,15.160241
2642106070517231360,359.5187103790276,-0.1282752031101045,8.857557
2642106723352291328,359.6299206926351,-0.1304807072699286,13.002958
2642106826431506688,359.67551341698817,-0.111421565615638,15.060867
2642107479266535040,359.6667825993475,-0.0836675542456885,13.718627
2642107788504180224,359.62282660775514,-0.094121256331966,14.456447
2642107994662609664,359.62476915736414,-0.0596247487385452,14.187558
2642108475698946560,359.6858979146378,-0.0321501631858339,15.754484
2642108578778161152,359.6201099277052,-0.0446840929448141,15.00414
2642108853656324736,359.81840209128495,-0.1402744588152955,15.879562
2642109128533979136,359.797807183089,-0.1234686432769219,12.649541
2642109128533979392,359.802859158902,-0.1248882177186126,12.885217
2642109162893717120,359.81773340879346,-0.1085860695294536,15.805306
2642109781369013120,359.84719365873747,-0.0666569667531751,12.990788
2642109850088494208,359.8817168775407,-0.0596110353270519,14.449032
2642110159326129152,359.7915792050896,-0.0748061236055621,14.760226
2642110468563773184,359.7716446865589,-0.0471254557737263,13.906844
2642111087038101760,359.916675455637,-0.0522678202818404,13.808775
2642111155758552448,359.9167664730086,-0.0519514901829907,12.154605
2642111946032534272,359.916027964476,-0.0029488831700732,14.6668625
2642112323989656064,359.8979311342122,0.0012708311621542,15.358674
2642112427068870912,359.8422830297079,-0.005690303826499,14.322993
2642113079903899392,359.8882048996251,0.0541404608898003,12.301685
2642113350485411072,359.7373845211956,-0.0453281046757105,13.6750555
2642114110696039424,359.7720371698663,-0.000918160540441,15.091566
2642116099264910208,359.87418207696123,0.0686810476418644,15.247061
2642116172280352384,359.9013347819694,0.0754389348431768,14.019447
2642116515877735296,359.86598295328054,0.1062299306119106,15.094317
2642124830934390656,359.5313151170882,0.0615526359404167,13.914626
2642126720720017664,359.6279219009645,0.023712277231374,15.464993
2642126755079755904,359.64504885966664,0.0360003132779472,12.944193
2642126823798217600,359.6327290186619,0.0426784080148917,11.271318
2642126823799232128,359.6308509950063,0.0459812721797331,11.244939
2642126926878447104,359.6413176681854,0.0555659618544976,14.386626
2642127060021435520,359.67628378005185,0.051336228385409,15.405191
2642127648431930368,359.59824600862265,0.0636687682253721,15.960203
2642127648432951680,359.59877789005725,0.0636431017084471,13.650092
2642128541786148864,359.65573487874667,0.1315659828789037,13.283084
2642128816664068224,359.7625527895886,0.1094681756201728,14.813708
2642129366419884544,359.8115866997605,0.1508852862594165,13.329732
2642130087974375296,359.66103800639297,0.1429472503372219,12.852088
2642131290565217536,359.5705536315855,0.1320389859947227,15.196795
2642131737241815680,359.5723343156696,0.1419827665289176,13.777818
2642132183918413312,359.5412211514008,0.1596715491665696,12.971384
2642133042911874176,359.6476948355408,0.1665253352945542,14.085855
2642133249070303616,359.65773618575156,0.1851866212663747,15.020917
2642134108063775488,359.6940543618633,0.2487128799680483,10.877515
2642134279862453376,359.6297689863359,0.2117921705128888,15.491469
2642134451661145088,359.58742459264363,0.2228912676347495,11.785827
2642182383496166784,359.61380698389706,0.3089566292411848,15.356786
2449887386165214336,0.352095696566561,-0.338373644239982,15.133458
2449905047071005184,359.8560112139103,-0.4780426545505226,14.687233
2449917416576482560,359.7916491810499,-0.4364971118425879,12.982122
2449917485295958528,359.7867859314735,-0.4214977492682654,15.227112
2449918550447838336,359.73084781351093,-0.3913063660489894,13.49173
2449921745903487488,359.66057353879995,-0.3633154865902216,15.396808
2449924868343336064,0.0183190050411488,-0.4838036276222299,12.475347
2449924941359188096,359.9776672210368,-0.4976071044735435,12.768546
2449925422395564928,0.1004333109630229,-0.4800526282566794,15.163724
2449926040870854912,0.1068623988195924,-0.4604665264313193,15.593649
2449926934224050944,0.0707451801816286,-0.4312954554323229,11.971065
2449926934224051072,0.0824954643765877,-0.4289960089523795,15.493081
2449927071663004032,0.0973312898963933,-0.4032311110207275,14.094861
2449927243461711616,0.0641625423339705,-0.3996736643553313,15.407172
2449927655778518400,359.92754894251283,-0.4726230964295516,14.158695
2449927999375902208,359.96895815719176,-0.4613477628694978,15.877928
2449928205534332032,359.9730632829571,-0.4416320351932856,14.930119
2449928205534353280,359.9793359475807,-0.4453936931589642,15.57102
2449930026600486528,359.99774416807554,-0.4018263093737686,15.02516
2449930060960240896,0.0140807392859809,-0.39555476676368,15.074951
2449930576356314880,0.0486847704156747,-0.360492288213712,6.908558
2449930576356315776,0.0527211054538764,-0.3626968940562962,14.205151
2449930675140565248,0.0438322705370847,-0.3429350840938773,15.465756
2449930679435529216,0.0432677583102791,-0.3438582382013162,12.910129
2449931538429007232,359.97871973207344,-0.3419386001562724,14.363143
2449932259983498368,0.1800566113153925,-0.3940562660729191,15.876658
2449933256415925888,0.1024809992351121,-0.3728823361278341,11.763194
2449933668732769664,0.1795405030782879,-0.3352036954135856,15.326251
2449934836963899264,0.2805169231302892,-0.3056608164465982,15.248344
2449935970835263872,0.2513378767298133,-0.2618595438429072,14.623328
2449936142633955584,0.2527696568186756,-0.2443744330535964,15.070091
2449936726749481728,0.0910151730191678,-0.3077630060786761,15.55829
2449937963700062464,0.0886461398248094,-0.2780869611565617,13.885127
2449938101139015680,0.1079824249985489,-0.2527940409016911,15.63286
2449934940043114112,0.2822849446064324,-0.284841180038292,15.876587
2449935008762590976,0.3125382758245869,-0.2833016778190122,14.275411
2449938582175379584,0.2026333864719837,-0.2632314036218489,14.263885
2449939131931193344,0.246140990008218,-0.2259170303439114,15.940879
2449940128363598976,0.1715008588666918,-0.203033173907609,14.365835
2449940197083082496,0.2061394684235266,-0.1944387498723056,13.474809
2449941193515433088,359.88078940872407,-0.3935739705110495,14.592266
2449941296594647936,359.88928569844876,-0.3811792508904374,15.96814
2449941537112815232,359.84790366369043,-0.3677059785458292,12.224608
2449942361746535680,359.81946621470775,-0.3440488534054021,12.018327
2449942670984180480,359.83231079346587,-0.3259049809661811,15.86472
2449943152020518272,359.8784430058023,-0.3369563919548926,15.040031
2449943255099733504,359.92169637779534,-0.3185099893317304,15.441012
2449943804855583616,359.96490437835615,-0.276221244689872,15.637199
2449943839215309184,359.94369064692455,-0.280221979192099,5.975961
2449944079733453440,359.90235336457346,-0.2954508667667671,15.41735
2449945419763249024,359.7442787537125,-0.3274307775860023,12.311493
2449945832080108544,359.7549242500084,-0.305671674685216,12.849408
2449946656713828736,359.7350939554875,-0.283127901608911,14.177264
2449947103390427008,359.7491515777101,-0.2379459162352393,14.354063
2449949366837195776,359.82627786916777,-0.1613369526978551,13.114226
2449949439852676736,0.0034185831265034,-0.2781092697027754,12.33583
2449949474212414976,359.990075066657,-0.2811981543192069,14.301054
2449949577291629696,0.0253260633169243,-0.2631875409304338,15.065934
2449949710434579840,359.9785297960443,-0.2612672585575089,14.544852
2449949817809796992,359.9926527667769,-0.2501414188552299,13.09118
2449949955248751872,0.0421437331379446,-0.258207583099922,14.099627
2449949989608489600,0.0503020564638559,-0.237343949051602,15.550885
2449950298846133888,0.0108024639248144,-0.2297601347499347,13.653025
2449952154272027392,0.1357888165068049,-0.1725650274421402,14.0658
2449952631011935232,0.1169232388649458,-0.129470130246727,11.962737
2449952635308364160,0.117286461333208,-0.1318047765963311,14.364847
2449952772747295488,0.0242494483890637,-0.1689640092332184,15.518598
2449953185064155008,0.0325453983666042,-0.1319469017874034,15.363123
2449953288143370752,0.0907136659846167,-0.129176363165743,15.45142
2449953425582346240,0.1175530004699842,-0.1094572549193417,13.790385
2449954078417339392,359.89049684932775,-0.1911658647868634,13.221259
2449954422014736384,359.9490010948916,-0.1696027401072565,14.988371
2449955040490013440,359.89359788266876,-0.1630481985648896,15.926368
2449955315368240512,359.86942429380827,-0.1457813178353431,15.604393
2449955349727658496,359.8761324489479,-0.1358258465954298,12.997745
2449955590245838976,359.9343706751396,-0.1137640639827188,12.581181
2449955693325053696,359.93186730290097,-0.1094708600495363,15.946706
2449956071282177536,359.9927456681087,-0.1365633088807017,13.951443
2449956105641915264,0.0048695973628224,-0.1168165510156485,13.72669
2449956758476944000,0.0555512129945313,-0.0787652592913307,13.74839
2449956895915896320,0.0108486054640471,-0.0727136299242607,13.161139
2449956964635373440,0.0371868834015522,-0.0651967121096127,10.538251
2449957651830140160,359.9990731024343,-0.0653872621670818,9.944031
2449957789269093248,0.0258762799784871,-0.0464536621415501,15.164851
