source_id,ra,dec,mag
2545964670705555840,0.3948455666697336,-0.2851037623284435,14.571817
2545965186101631104,0.4156832587207565,-0.2583134537993651,15.807272
2546012258943198592,0.4268850480684293,-0.2182870367132213,8.495264
2546012430741886464,0.361454144772132,-0.2289947555517875,14.730988
2546014595405422720,0.4628407718033957,-0.1502873128624131,15.3742895
2546015213880697600,0.3750938471402352,-0.1320237395397309,15.869914
2546015248240436224,0.3968897145041979,-0.1379808134362214,9.8233795
2546015351319650816,0.386858302973173,-0.1229612342895575,15.251067
2546015591837834624,0.4531377926219466,-0.1119090756589506,15.843838
2546015797996264448,0.4385609782253131,-0.1083874774963433,12.310634
2546016519550751360,0.3257946730050864,-0.1678340788531296,14.478448
2546017962659766400,0.2451138060236982,-0.1020610793417365,15.38327
2546018168818197120,0.369424511508832,-0.1338414918797105,15.854365
2546018718574025216,0.403911193022319,-0.099245095405541,15.036626
2546018748637291776,0.3852049623505263,-0.1005730370077595,15.330686
2546019096531146112,0.3978907630099204,-0.0669399215516563,12.613805
2546019233970081408,0.3114760458861701,-0.1048957836793397,13.939287
2546019268329819392,0.3186241964931302,-0.0897488595130923,15.901593
2546019268329819520,0.3139431411625089,-0.0921429722320092,15.411066
2546019474488248960,0.3326539895817083,-0.0663910316732595,13.982457
2546019543207725440,0.2925202952270639,-0.0763981749114679,7.9818835
2546019680646678656,0.3197532949961733,-0.0476704713867939,15.072699
2546025212564914432,0.4369580546875138,-0.0188984802579015,10.465607
2546025659241173376,0.4564754334322695,0.0077566656536319,14.0693445
2546026208996985728,0.3709947134403027,0.0106165025453349,15.183502
2546026208996985856,0.3683990084475612,0.0093555364607009,15.587265
2546026827472276224,0.4518829797247273,0.0487672175169402,15.983152
2546028408020240000,0.4596423963374949,0.0861226836639475,15.260114
2546030263446095360,0.1377682441188167,-0.0910376111396778,13.53265
2546031603475891840,0.2495804980190259,-0.0469629006015154,13.827717
2546032359390142336,0.2963037110733111,0.0264503137280688,14.853429
2546032599908303232,0.252414639070027,0.0054021740483764,15.465838
2546033046584901376,0.2436807263179936,0.0171091924310176,14.685248
2546033046585235200,0.2513601707638012,0.019149401118531,13.278242
2546033355822545792,0.240051151198123,0.0531826810723374,13.719956
2546034386614696960,0.1208016946207779,0.0005628723411116,14.123345
2546035657925014144,0.0763236129672795,0.0557767634813469,14.138312
2546036242040567296,0.175195845928762,0.0660904407340032,15.292901
2546036340823640448,0.2120009999846165,0.0498450268641566,13.844052
2546036448198998272,0.2502439258832814,0.0712414755223052,14.890395
2546036791796380672,0.2255787732859422,0.0992412535624491,14.035287
2546034730212077440,0.0474095369038459,-0.0067533343178674,14.567665
2546034936370507392,0.0392185832391223,0.0015545474489836,15.031088
2546034936370507520,0.0306467466958101,-0.0062791220056636,15.666459
2546038853380702848,0.3681947785856227,0.0859365426830514,14.981071
2546038990819655936,0.3944689433702323,0.1106120058789268,11.839901
2546039433200051456,0.312198517708206,0.0855773808770936,13.6231985
2546039781093638016,0.3566842933337155,0.113587055567074,14.405646
2546040159050761728,0.4485721760378142,0.094872761474242,15.88686
2546040227770580224,0.4415243353156354,0.1047288547053574,15.5484
2546040399568950528,0.4204664129166963,0.0993696972543494,15.504882
2546041224202649600,0.3975917896418868,0.1275833825405692,13.35833
2546041773958462976,0.4398131530751422,0.1545096501555982,15.474358
2546041842677939328,0.4283681992661231,0.1599279987620482,13.429325
2546042186275321984,0.4485780225089147,0.1966643228537127,11.565774
2546043938621960448,0.2126809208254535,0.1796051561278957,15.352156
2546044591457007488,0.3350727896835804,0.1648368863817579,14.038156
2546044866334913920,0.3279276492506119,0.1854436513776544,14.442347
2546044935054390400,0.3526488789205735,0.203910599661799,15.822663
2546044935054390528,0.355138574189099,0.2010229781615846,13.095939
2546037960027506944,0.3599940899082962,0.0245598186652197,14.714483
2546045038133605120,0.3465776956136249,0.213204041705138,15.756317
2546045484810204032,0.4016988541286429,0.2359794131709391,10.241684
2546045759688110720,0.3273324940005532,0.2179336266387951,14.494595
2546046275084526336,0.3511369230754378,0.2515643331862936,10.517355
2546046343803662336,0.384075766233713,0.2670188769095161,14.309425
2546070155102350720,0.3649990668510695,0.3015823716448094,8.93975
2546070288245100544,0.3824802335972765,0.3161284409812485,12.788603
2738188646457069696,359.9895648280386,0.0122193084231721,15.303568
2738188955694714624,359.982675600945,0.0440386601841516,14.0466795
2738191223437476096,0.1015780417664485,0.1272986065423593,14.939392
2738191360876430208,0.139137349415964,0.1270122244652121,13.727259
2738191773193289344,0.1433797653106251,0.1746931954794718,11.157536
2738193422460702080,359.9237493747231,0.1222605301863797,12.514204
2738194144015207168,359.86095773425035,0.1326589723134787,15.108249
2738195071728142464,359.923087908162,0.2061570259823864,15.892195
2738195862002153088,0.0726967196412817,0.2133147007541526,13.969045
2738195930720416512,0.0576335787510214,0.2200081942592718,11.227281
2738196686635851136,359.96370611105544,0.2338730052731836,15.737746
2738197408190382208,0.184023084342024,0.165606487792801,14.603112
2738197408190382464,0.184302536236983,0.1613685784928207,14.881508
2738197751787764864,0.1538630929331793,0.2002535252651357,14.287756
2738197854866979712,0.160524350084329,0.2052487692327556,15.124257
2738198095385158144,0.2500863226751051,0.2254859131005654,15.065532
2738198164104658944,0.2482158163645556,0.2346300213343831,14.878038
2738198507702008576,0.1427847341781913,0.2109586216579296,14.783117
2738198542061746560,0.1156639620363397,0.2052602732405486,9.147194
2738198645139756928,0.1627720661250744,0.2235425857376113,13.062961
2738198645140961920,0.1631020947459855,0.2229241077856746,7.710588
2738199091817560192,0.1689046721218657,0.2388977385859323,14.731875
2738199572853932160,0.2641679005240725,0.2261121205705518,15.9408865
2738200947243442176,0.1993852070930019,0.2905338804367455,15.04794
2738201462639540992,0.2802721668172627,0.3431522091100999,15.948391
2738201771877152128,0.0972163446515105,0.2322378584664377,14.878929
2738201978035581696,0.0980837055175233,0.2540656209151802,15.889818
2738202837029039872,0.126115764976914,0.3241932306084518,15.059941
2738203146266684928,0.0241750796309388,0.2905817652498094,14.767486
2738204039619883136,0.1670611336577957,0.3149813679436841,10.89125
2738204245778313088,0.1599066786049305,0.322765265215451,15.883632
2738204829893900544,0.2168069247428677,0.3712741859952486,11.8702755
2738204864253645696,0.193865963272427,0.3734097609110073,15.857786
2738205104771771648,0.1365190288295329,0.3521308645646299,14.179949
2738205104771771776,0.142391479959038,0.3511349330870979,15.792874
2738205414009416064,0.1034776010356674,0.3760527401759402,15.777914
2738205929405505024,0.1671161659321859,0.4171810758924411,15.19919
2738206857118402304,359.8873560112773,0.2077120586890125,12.250233
2738207131996308736,359.86657076939207,0.2394658590264609,13.489253
2738207475593691520,359.7889881367187,0.2266676340927881,11.492737
2738207475594000768,359.79554145551657,0.2236953704296765,10.800307
2738207509953429504,359.79810958289926,0.2362833137505134,11.642546
2738208712544273152,359.88263030759373,0.2655949335449472,15.136467
2738208746904010880,359.8865998259405,0.2743838294604085,15.124046
2738209090501421696,359.9840805295342,0.3021275891778523,15.859644
2738209262300086016,359.91736578915203,0.2944430002977283,14.356673
2738209949494852224,359.8625493515402,0.3184257623575889,14.812227
2738210258732505856,359.9327993454078,0.3407630799817909,13.825657
2738210430531197568,359.91218750430676,0.3490092331069185,13.300128
2738210567970143360,359.73177173436716,0.2374358859361939,13.073518
2738211117725956864,359.77934073885206,0.2698577257597427,14.180016
2738211633122030976,359.78714474498673,0.3254473830700918,15.7304535
2738211701841494528,359.7045554246387,0.2771977091465931,15.812405
2738213041871313408,359.8007006973814,0.3201958290853911,15.013841
2738213419828425984,359.86351126509874,0.3653732359227767,13.547104
2738213454188173568,359.8930847303387,0.3682821859654135,14.186152
2738213454188173696,359.892519448656,0.3651335368658007,13.704701
2738213759129493376,359.8746612015325,0.3933397856686852,14.459882
2738214725498481920,359.80986411089685,0.4090640499701051,15.244108
2738216031168571136,0.0517356409541564,0.4032692348616041,15.094083
2738216443485430784,359.92891366714196,0.3824769972604759,14.241448
2738216787082814720,0.0314690489808434,0.4119781887738896,15.763941
2738217027600982784,0.002383779889605,0.4249516556487964,15.402569
2738217061960721280,0.0079464394168051,0.4234685256113084,13.51787
2738217542997058944,0.0634943683793384,0.4244428725922098,13.556154
2738217577356797568,0.0859221632910006,0.4262666670568759,14.472229
2738218195832102016,0.1208094216695765,0.459347952002528,13.252308
2738218230191840128,0.1288637943892199,0.4805722657926991,14.835476
2738218298911302784,0.0486491743534716,0.4295553803913914,13.839359
2738218711228162688,0.0563720235665882,0.4661864937758981,15.191056
